Date,Open,High,Low,Close,Volume,RuleA_Signal,RuleA_Profit,RuleA_TotalProfit,RuleB_Signal,RuleB_Profit,RuleB_TotalProfit
2024-12-30 18:05:00,40135,40150,40135,40145,227,1,20.0,-105.0,-1,-20.0,150.0
2024-12-30 18:06:00,40145,40170,40145,40165,360,1,30.0,-75.0,-1,-40.0,110.0
2024-12-30 18:07:00,40170,40170,40165,40170,229,1,25.0,-50.0,-1,-35.0,75.0
2024-12-30 18:08:00,40170,40170,40165,40170,207,1,5.0,-45.0,-1,-25.0,50.0
2024-12-30 18:09:00,40175,40190,40175,40185,407,1,15.0,-30.0,-1,-20.0,30.0
2024-12-30 18:10:00,40190,40200,40185,40200,126,1,30.0,0.0,-1,-30.0,0.0
2024-12-30 18:11:00,40200,40210,40200,40210,638,1,25.0,25.0,-1,-40.0,-40.0
2024-12-30 18:12:00,40215,40220,40210,40215,442,1,15.0,40.0,-1,-30.0,-70.0
2024-12-30 18:13:00,40215,40220,40210,40210,286,1,0.0,40.0,-1,-10.0,-80.0
2024-12-30 18:14:00,40210,40220,40200,40210,865,1,-5.0,35.0,-1,0.0,-80.0
2024-12-30 18:15:00,40210,40220,40210,40215,421,1,5.0,40.0,-1,0.0,-80.0
2024-12-30 18:16:00,40215,40220,40210,40210,203,1,0.0,40.0,-1,0.0,-80.0
2024-12-30 18:17:00,40215,40215,40195,40205,488,1,-10.0,30.0,-1,5.0,-75.0
2024-12-30 18:18:00,40205,40210,40205,40210,323,1,0.0,30.0,-1,5.0,-70.0
2024-12-30 18:19:00,40210,40210,40190,40190,179,1,-15.0,15.0,-1,20.0,-50.0
2024-12-30 18:20:00,40190,40190,40180,40185,325,1,-25.0,-10.0,-1,20.0,-30.0
2024-12-30 18:21:00,40185,40185,40175,40185,163,1,-5.0,-15.0,-1,25.0,-5.0
2024-12-30 18:22:00,40185,40190,40185,40185,200,1,0.0,-15.0,-1,5.0,0.0
2024-12-30 18:23:00,40190,40190,40180,40180,219,1,-5.0,-20.0,-1,5.0,5.0
2024-12-30 18:24:00,40180,40200,40180,40195,249,1,10.0,-10.0,-1,-10.0,-5.0
2024-12-30 18:25:00,40195,40200,40195,40195,149,1,15.0,5.0,-1,-10.0,-15.0
2024-12-30 18:26:00,40200,40210,40195,40210,319,1,15.0,20.0,-1,-30.0,-45.0
2024-12-30 18:27:00,40210,40215,40205,40205,137,1,10.0,30.0,-1,-10.0,-55.0
2024-12-30 18:28:00,40210,40210,40200,40200,167,1,-10.0,20.0,-1,-5.0,-60.0
2024-12-30 18:29:00,40210,40215,40210,40210,70,1,5.0,25.0,-1,0.0,-60.0
2024-12-30 18:30:00,40210,40215,40210,40215,108,1,15.0,40.0,-1,-10.0,-70.0
2024-12-30 18:31:00,40215,40220,40210,40220,158,1,10.0,50.0,-1,-20.0,-90.0
2024-12-30 18:32:00,40220,40225,40220,40220,77,1,5.0,55.0,-1,-10.0,-100.0
2024-12-30 18:33:00,40220,40230,40220,40220,146,1,0.0,55.0,-1,-5.0,-105.0
2024-12-30 18:34:00,40220,40230,40220,40225,142,1,5.0,60.0,-1,-5.0,-110.0
2024-12-30 18:35:00,40225,40225,40215,40215,125,1,-5.0,55.0,-1,5.0,-105.0
2024-12-30 18:36:00,40215,40220,40210,40220,107,1,-5.0,50.0,-1,0.0,-105.0
2024-12-30 18:37:00,40225,40240,40225,40230,551,1,15.0,65.0,-1,-5.0,-110.0
2024-12-30 18:38:00,40230,40230,40210,40215,357,1,-5.0,60.0,-1,0.0,-110.0
2024-12-30 18:39:00,40215,40215,40205,40210,336,1,-20.0,40.0,-1,10.0,-100.0
2024-12-30 18:40:00,40210,40210,40200,40200,169,1,-15.0,25.0,-1,30.0,-70.0
2024-12-30 18:41:00,40205,40215,40205,40210,139,1,0.0,25.0,-1,5.0,-65.0
2024-12-30 18:42:00,40210,40210,40190,40200,395,1,0.0,25.0,-1,10.0,-55.0
2024-12-30 18:43:00,40195,40195,40195,40195,27,1,-15.0,10.0,-1,5.0,-50.0
2024-12-30 18:44:00,40200,40200,40195,40195,123,1,-5.0,5.0,-1,15.0,-35.0
2024-12-30 18:45:00,40195,40195,40185,40185,158,1,-10.0,-5.0,-1,15.0,-20.0
2024-12-30 18:46:00,40185,40190,40185,40185,164,1,-10.0,-15.0,-1,10.0,-10.0
2024-12-30 18:47:00,40190,40195,40190,40190,49,1,5.0,-10.0,-1,5.0,-5.0
2024-12-30 18:48:00,40190,40195,40190,40190,117,1,5.0,-5.0,-1,-5.0,-10.0
2024-12-30 18:49:00,40190,40200,40190,40195,88,1,5.0,0.0,-1,-10.0,-20.0
2024-12-30 18:50:00,40190,40195,40185,40190,228,1,0.0,0.0,-1,0.0,-20.0
2024-12-30 18:51:00,40190,40190,40175,40175,225,1,-20.0,-20.0,-1,15.0,-5.0
2024-12-30 18:52:00,40175,40180,40175,40175,99,1,-15.0,-35.0,-1,20.0,15.0
2024-12-30 18:53:00,40175,40180,40175,40180,90,1,5.0,-30.0,-1,10.0,25.0
2024-12-30 18:54:00,40180,40180,40175,40180,88,1,5.0,-25.0,-1,-5.0,20.0
2024-12-30 18:55:00,40175,40180,40175,40180,65,1,0.0,-25.0,-1,-5.0,15.0
2024-12-30 18:56:00,40180,40180,40175,40175,112,1,-5.0,-30.0,-1,5.0,20.0
2024-12-30 18:57:00,40180,40185,40175,40185,79,1,5.0,-25.0,-1,-5.0,15.0
2024-12-30 18:58:00,40190,40195,40190,40190,142,1,15.0,-10.0,-1,-10.0,5.0
2024-12-30 18:59:00,40190,40195,40190,40195,80,1,10.0,0.0,-1,-20.0,-15.0
2024-12-30 19:00:00,40195,40205,40195,40200,84,1,10.0,10.0,-1,-15.0,-30.0
2024-12-30 19:01:00,40200,40215,40200,40215,150,1,20.0,30.0,-1,-25.0,-55.0
2024-12-30 19:02:00,40215,40215,40210,40210,156,1,10.0,40.0,-1,-15.0,-70.0
2024-12-30 19:03:00,40210,40210,40200,40210,90,1,-5.0,35.0,-1,-10.0,-80.0
2024-12-30 19:04:00,40210,40210,40210,40210,44,1,0.0,35.0,-1,5.0,-75.0
2024-12-30 19:05:00,40210,40215,40210,40215,110,1,5.0,40.0,-1,-5.0,-80.0
2024-12-30 19:06:00,40215,40220,40205,40210,170,1,0.0,40.0,-1,0.0,-80.0
2024-12-30 19:07:00,40205,40205,40200,40205,64,1,-10.0,30.0,-1,5.0,-75.0
2024-12-30 19:08:00,40200,40205,40195,40195,238,1,-15.0,15.0,-1,20.0,-55.0
2024-12-30 19:09:00,40195,40195,40190,40195,66,1,-10.0,5.0,-1,15.0,-40.0
2024-12-30 19:10:00,40190,40200,40190,40200,150,1,5.0,10.0,-1,5.0,-35.0
2024-12-30 19:11:00,40195,40210,40195,40205,160,1,10.0,20.0,-1,-10.0,-45.0
2024-12-30 19:12:00,40205,40210,40200,40205,61,1,5.0,25.0,-1,-10.0,-55.0
2024-12-30 19:13:00,40210,40210,40210,40210,82,1,5.0,30.0,-1,-10.0,-65.0
2024-12-30 19:14:00,40210,40210,40200,40200,150,1,-5.0,25.0,-1,5.0,-60.0
2024-12-30 19:15:00,40195,40200,40180,40185,366,1,-25.0,0.0,-1,20.0,-40.0
2024-12-30 19:16:00,40185,40190,40185,40190,142,1,-10.0,-10.0,-1,20.0,-20.0
2024-12-30 19:17:00,40185,40185,40170,40170,207,1,-15.0,-25.0,-1,30.0,10.0
2024-12-30 19:18:00,40170,40175,40170,40170,71,1,-20.0,-45.0,-1,15.0,25.0
2024-12-30 19:19:00,40170,40170,40165,40165,60,1,-5.0,-50.0,-1,25.0,50.0
2024-12-30 19:20:00,40165,40185,40165,40180,264,1,10.0,-40.0,-1,-10.0,40.0
2024-12-30 19:21:00,40180,40180,40165,40170,142,1,5.0,-35.0,-1,0.0,40.0
2024-12-30 19:22:00,40170,40180,40170,40170,97,1,-10.0,-45.0,-1,-5.0,35.0
2024-12-30 19:23:00,40175,40175,40170,40170,76,1,0.0,-45.0,-1,10.0,45.0
2024-12-30 19:24:00,40170,40175,40165,40175,42,1,5.0,-40.0,-1,-5.0,40.0
2024-12-30 19:25:00,40175,40180,40175,40175,81,1,5.0,-35.0,-1,-5.0,35.0
2024-12-30 19:26:00,40180,40180,40170,40170,204,1,-5.0,-40.0,-1,0.0,35.0
2024-12-30 19:27:00,40170,40170,40165,40165,13,1,-10.0,-50.0,-1,10.0,45.0
2024-12-30 19:28:00,40165,40170,40160,40160,202,1,-10.0,-60.0,-1,15.0,60.0
2024-12-30 19:29:00,40160,40160,40155,40160,71,1,-5.0,-65.0,-1,10.0,70.0
2024-12-30 19:30:00,40155,40160,40155,40155,151,1,-5.0,-70.0,-1,10.0,80.0
2024-12-30 19:31:00,40155,40160,40155,40155,125,1,-5.0,-75.0,-1,5.0,85.0
2024-12-30 19:32:00,40155,40160,40155,40160,126,1,5.0,-70.0,-1,0.0,85.0
2024-12-30 19:33:00,40160,40160,40155,40155,116,1,0.0,-70.0,-1,0.0,85.0
2024-12-30 19:34:00,40155,40155,40155,40155,66,1,-5.0,-75.0,-1,0.0,85.0
2024-12-30 19:35:00,40155,40155,40135,40140,442,1,-15.0,-90.0,-1,20.0,105.0
2024-12-30 19:36:00,40135,40140,40135,40140,178,1,-15.0,-105.0,-1,15.0,120.0
2024-12-30 19:37:00,40145,40145,40140,40145,155,1,5.0,-100.0,-1,10.0,130.0
2024-12-30 19:38:00,40145,40145,40140,40145,79,1,5.0,-95.0,-1,-5.0,125.0
2024-12-30 19:39:00,40145,40145,40130,40130,127,1,-15.0,-110.0,-1,10.0,135.0
2024-12-30 19:40:00,40135,40140,40130,40140,463,1,-5.0,-115.0,-1,5.0,140.0
2024-12-30 19:41:00,40140,40150,40140,40150,95,1,20.0,-95.0,-1,-5.0,135.0
2024-12-30 19:42:00,40150,40160,40150,40160,136,1,20.0,-75.0,-1,-30.0,105.0
2024-12-30 19:43:00,40155,40170,40155,40165,103,1,15.0,-60.0,-1,-25.0,80.0
2024-12-30 19:44:00,40165,40170,40160,40160,159,1,0.0,-60.0,-1,-10.0,70.0
2024-12-30 19:45:00,40160,40160,40150,40155,47,1,-10.0,-70.0,-1,5.0,75.0
2024-12-30 19:46:00,40160,40160,40155,40155,52,1,-5.0,-75.0,-1,10.0,85.0
2024-12-30 19:47:00,40155,40155,40155,40155,21,1,0.0,-75.0,-1,5.0,90.0
2024-12-30 19:48:00,40155,40155,40155,40155,32,1,0.0,-75.0,-1,0.0,90.0
2024-12-30 19:49:00,40155,40160,40155,40155,43,1,0.0,-75.0,-1,0.0,90.0
2024-12-30 19:50:00,40160,40175,40160,40175,143,1,20.0,-55.0,-1,-20.0,70.0
2024-12-30 19:51:00,40175,40180,40175,40175,85,1,20.0,-35.0,-1,-20.0,50.0
2024-12-30 19:52:00,40175,40180,40175,40175,231,1,0.0,-35.0,-1,-20.0,30.0
2024-12-30 19:53:00,40180,40185,40180,40180,110,1,5.0,-30.0,-1,-5.0,25.0
2024-12-30 19:54:00,40185,40185,40180,40185,155,1,10.0,-20.0,-1,-10.0,15.0
2024-12-30 19:55:00,40190,40190,40180,40185,100,1,5.0,-15.0,-1,-10.0,5.0
2024-12-30 19:56:00,40185,40190,40180,40180,113,1,-5.0,-20.0,-1,0.0,5.0
2024-12-30 19:57:00,40185,40190,40180,40190,230,1,5.0,-15.0,-1,-5.0,0.0
2024-12-30 19:58:00,40190,40200,40190,40195,96,1,15.0,0.0,-1,-10.0,-10.0
2024-12-30 19:59:00,40195,40200,40190,40195,17,1,5.0,5.0,-1,-15.0,-25.0
2024-12-30 20:00:00,40195,40195,40185,40185,302,1,-10.0,-5.0,-1,5.0,-20.0
2024-12-30 20:01:00,40185,40185,40170,40170,171,1,-25.0,-30.0,-1,25.0,5.0
2024-12-30 20:02:00,40170,40180,40170,40180,124,1,-5.0,-35.0,-1,15.0,20.0
2024-12-30 20:03:00,40185,40190,40185,40190,58,1,20.0,-15.0,-1,-5.0,15.0
2024-12-30 20:04:00,40190,40195,40190,40190,40,1,10.0,-5.0,-1,-20.0,-5.0
2024-12-30 20:05:00,40190,40190,40190,40190,127,1,0.0,-5.0,-1,-10.0,-15.0
2024-12-30 20:06:00,40190,40190,40180,40185,58,1,-5.0,-10.0,-1,5.0,-10.0
2024-12-30 20:07:00,40190,40195,40190,40195,108,1,5.0,-5.0,-1,-5.0,-15.0
2024-12-30 20:08:00,40190,40190,40190,40190,6,1,5.0,0.0,-1,0.0,-15.0
2024-12-30 20:09:00,40190,40195,40190,40195,29,1,0.0,0.0,-1,-10.0,-25.0
2024-12-30 20:10:00,40190,40195,40190,40195,18,1,5.0,5.0,-1,0.0,-25.0
2024-12-30 20:11:00,40195,40195,40190,40190,4,1,-5.0,0.0,-1,0.0,-25.0
2024-12-30 20:12:00,40190,40190,40185,40185,101,1,-10.0,-10.0,-1,10.0,-15.0
2024-12-30 20:13:00,40185,40185,40185,40185,26,1,-5.0,-15.0,-1,10.0,-5.0
2024-12-30 20:14:00,40185,40190,40185,40185,14,1,0.0,-15.0,-1,5.0,0.0
2024-12-30 20:15:00,40185,40185,40185,40185,49,1,0.0,-15.0,-1,0.0,0.0
2024-12-30 20:16:00,40190,40190,40185,40190,103,1,5.0,-10.0,-1,-5.0,-5.0
2024-12-30 20:17:00,40190,40190,40185,40185,48,1,0.0,-10.0,-1,0.0,-5.0
2024-12-30 20:18:00,40185,40185,40185,40185,19,1,-5.0,-15.0,-1,0.0,-5.0
2024-12-30 20:19:00,40185,40185,40170,40175,91,1,-10.0,-25.0,-1,15.0,10.0
2024-12-30 20:20:00,40175,40175,40170,40175,28,1,-10.0,-35.0,-1,10.0,20.0
2024-12-30 20:21:00,40175,40175,40170,40170,3,1,-5.0,-40.0,-1,15.0,35.0
2024-12-30 20:22:00,40170,40175,40170,40175,71,1,0.0,-40.0,-1,0.0,35.0
2024-12-30 20:23:00,40180,40190,40175,40190,189,1,20.0,-20.0,-1,-15.0,20.0
2024-12-30 20:24:00,40190,40200,40190,40190,240,1,15.0,-5.0,-1,-20.0,0.0
2024-12-30 20:25:00,40190,40195,40180,40185,77,1,-5.0,-10.0,-1,-10.0,-10.0
2024-12-30 20:26:00,40190,40190,40180,40185,111,1,-5.0,-15.0,-1,5.0,-5.0
2024-12-30 20:27:00,40185,40190,40185,40190,47,1,5.0,-10.0,-1,0.0,-5.0
2024-12-30 20:28:00,40185,40190,40185,40190,36,1,5.0,-5.0,-1,-5.0,-10.0
2024-12-30 20:29:00,40190,40190,40185,40190,21,1,0.0,-5.0,-1,-5.0,-15.0
2024-12-30 20:30:00,40195,40200,40195,40195,76,1,5.0,0.0,-1,-5.0,-20.0
2024-12-30 20:31:00,40195,40195,40190,40195,53,1,5.0,5.0,-1,-5.0,-25.0
2024-12-30 20:32:00,40195,40195,40190,40195,40,1,0.0,5.0,-1,-5.0,-30.0
2024-12-30 20:33:00,40195,40195,40195,40195,6,1,0.0,5.0,-1,0.0,-30.0
2024-12-30 20:34:00,40195,40200,40195,40200,168,1,5.0,10.0,-1,-5.0,-35.0
2024-12-30 20:35:00,40200,40205,40200,40205,44,1,10.0,20.0,-1,-10.0,-45.0
2024-12-30 20:36:00,40205,40205,40200,40205,48,1,5.0,25.0,-1,-10.0,-55.0
2024-12-30 20:37:00,40205,40205,40205,40205,43,1,0.0,25.0,-1,-5.0,-60.0
2024-12-30 20:38:00,40200,40205,40200,40205,8,1,0.0,25.0,-1,0.0,-60.0
2024-12-30 20:39:00,40200,40205,40200,40205,71,1,0.0,25.0,-1,0.0,-60.0
2024-12-30 20:40:00,40200,40205,40195,40205,53,1,0.0,25.0,-1,0.0,-60.0
2024-12-30 20:41:00,40205,40205,40205,40205,60,1,0.0,25.0,-1,0.0,-60.0
2024-12-30 20:42:00,40205,40210,40205,40210,93,1,5.0,30.0,-1,-5.0,-65.0
2024-12-30 20:43:00,40215,40220,40215,40215,147,1,10.0,40.0,-1,-10.0,-75.0
2024-12-30 20:44:00,40215,40215,40210,40210,28,1,0.0,40.0,-1,-5.0,-80.0
2024-12-30 20:45:00,40215,40215,40215,40215,85,1,0.0,40.0,-1,-5.0,-85.0
2024-12-30 20:46:00,40215,40220,40205,40215,183,1,5.0,45.0,-1,0.0,-85.0
2024-12-30 20:47:00,40210,40210,40195,40195,172,1,-20.0,25.0,-1,15.0,-70.0
2024-12-30 20:48:00,40195,40205,40195,40205,36,1,-10.0,15.0,-1,10.0,-60.0
2024-12-30 20:49:00,40205,40205,40200,40200,90,1,5.0,20.0,-1,15.0,-45.0
2024-12-30 20:50:00,40200,40205,40200,40205,65,1,0.0,20.0,-1,-10.0,-55.0
2024-12-30 20:51:00,40205,40205,40205,40205,47,1,5.0,25.0,-1,0.0,-55.0
2024-12-30 20:52:00,40205,40205,40205,40205,38,1,0.0,25.0,-1,-5.0,-60.0
2024-12-30 20:53:00,40205,40205,40205,40205,45,1,0.0,25.0,-1,0.0,-60.0
2024-12-30 20:54:00,40205,40210,40205,40210,45,1,5.0,30.0,-1,-5.0,-65.0
2024-12-30 20:55:00,40205,40210,40200,40200,126,1,-5.0,25.0,-1,5.0,-60.0
2024-12-30 20:56:00,40200,40200,40195,40195,61,1,-15.0,10.0,-1,10.0,-50.0
2024-12-30 20:57:00,40195,40200,40195,40195,58,1,-5.0,5.0,-1,15.0,-35.0
2024-12-30 20:58:00,40195,40200,40195,40195,70,1,0.0,5.0,-1,5.0,-30.0
2024-12-30 20:59:00,40200,40200,40190,40195,91,1,0.0,5.0,-1,0.0,-30.0
2024-12-30 21:00:00,40195,40205,40190,40205,179,1,10.0,15.0,-1,-10.0,-40.0
2024-12-30 21:01:00,40210,40215,40210,40215,182,1,20.0,35.0,-1,-20.0,-60.0
2024-12-30 21:02:00,40215,40225,40215,40225,366,1,20.0,55.0,-1,-30.0,-90.0
2024-12-30 21:03:00,40220,40225,40220,40220,49,1,5.0,60.0,-1,-15.0,-105.0
2024-12-30 21:04:00,40225,40230,40225,40230,91,1,5.0,65.0,-1,-15.0,-120.0
2024-12-30 21:05:00,40230,40230,40215,40215,193,1,-5.0,60.0,-1,10.0,-110.0
2024-12-30 21:06:00,40220,40225,40220,40225,179,1,-5.0,55.0,-1,-5.0,-115.0
2024-12-30 21:07:00,40225,40230,40225,40230,38,1,15.0,70.0,-1,0.0,-115.0
2024-12-30 21:08:00,40230,40235,40230,40235,150,1,10.0,80.0,-1,-20.0,-135.0
2024-12-30 21:09:00,40235,40235,40230,40235,168,1,5.0,85.0,-1,-10.0,-145.0
2024-12-30 21:10:00,40235,40235,40230,40230,126,1,-5.0,80.0,-1,0.0,-145.0
2024-12-30 21:11:00,40230,40230,40230,40230,4,1,-5.0,75.0,-1,5.0,-140.0
2024-12-30 21:12:00,40230,40245,40230,40245,674,1,15.0,90.0,-1,-10.0,-150.0
2024-12-30 21:13:00,40245,40250,40235,40250,364,1,20.0,110.0,-1,-20.0,-170.0
2024-12-30 21:14:00,40245,40260,40245,40255,480,1,10.0,120.0,-1,-25.0,-195.0
2024-12-30 21:15:00,40260,40260,40255,40255,278,1,5.0,125.0,-1,-10.0,-205.0
2024-12-30 21:16:00,40255,40255,40245,40255,357,1,0.0,125.0,-1,-5.0,-210.0
2024-12-30 21:17:00,40255,40260,40250,40255,125,1,0.0,125.0,-1,0.0,-210.0
2024-12-30 21:18:00,40255,40255,40250,40255,309,1,0.0,125.0,-1,0.0,-210.0
2024-12-30 21:19:00,40255,40260,40250,40255,290,1,0.0,125.0,-1,0.0,-210.0
2024-12-30 21:20:00,40260,40265,40260,40260,281,1,5.0,130.0,-1,-5.0,-215.0
2024-12-30 21:21:00,40260,40265,40260,40260,164,1,5.0,135.0,-1,-5.0,-220.0
2024-12-30 21:22:00,40260,40260,40245,40260,281,1,0.0,135.0,-1,-5.0,-225.0
2024-12-30 21:23:00,40255,40260,40250,40250,399,1,-10.0,125.0,-1,10.0,-215.0
2024-12-30 21:24:00,40250,40255,40250,40255,87,1,-5.0,120.0,-1,5.0,-210.0
2024-12-30 21:25:00,40255,40260,40255,40255,208,1,5.0,125.0,-1,5.0,-205.0
2024-12-30 21:26:00,40255,40260,40255,40260,143,1,5.0,130.0,-1,-10.0,-215.0
2024-12-30 21:27:00,40260,40260,40250,40250,114,1,-5.0,125.0,-1,5.0,-210.0
2024-12-30 21:28:00,40260,40260,40255,40255,29,1,-5.0,120.0,-1,0.0,-210.0
2024-12-30 21:29:00,40255,40260,40250,40255,37,1,5.0,125.0,-1,5.0,-205.0
2024-12-30 21:30:00,40255,40260,40245,40245,378,1,-10.0,115.0,-1,5.0,-200.0
2024-12-30 21:31:00,40245,40245,40240,40245,92,1,-10.0,105.0,-1,10.0,-190.0
2024-12-30 21:32:00,40250,40250,40245,40245,41,1,0.0,105.0,-1,10.0,-180.0
2024-12-30 21:33:00,40240,40245,40235,40245,165,1,0.0,105.0,-1,0.0,-180.0
2024-12-30 21:34:00,40245,40250,40240,40245,160,1,0.0,105.0,-1,0.0,-180.0
2024-12-30 21:35:00,40240,40250,40240,40250,93,1,5.0,110.0,-1,-5.0,-185.0
2024-12-30 21:36:00,40250,40250,40245,40250,30,1,5.0,115.0,-1,-5.0,-190.0
